station_id,long_name,short_name
S07424,MOLINA-CASTELVECCHIO SUBEQUO,Molina C.V.S.
S05018,MOLINELLA,Molinella
S05112,MOLINO DEL PALLONE,Molino del Pall.
S01458,MOLTENO,MOLTENO
S00873,MOMBALDONE-ROCCAVERANO,Monbaldone Rocc.
S00808,MOMBARUZZO,Mombaruzzo
S00019,MOMO,Momo
S11844,MONASTERACE-STILO,Monasterace St.
S00721,MONASTERO PRATAVECCHI,Monastero Prat.
S00453,MONCALIERI,MONCALIERI
S00510,MONCALIERI SANGONE,MONC. SANGONE
S00340,MONCALVO,Moncalvo
S00735,MONCHIERO DOGLIANI,Monchiero Dogl.
S00952,MONDOVI`,MONDOVI`
S04727,MONEGLIA,Moneglia
S03310,MONFALCONE,MONFALCONE
S00801,MONGARDINO,Mongardino
S11905,MONGRASSANO-CERVICATI,Mongrassano
S02111,MONGUELFO-VALLE DI CASIES,Monguelfo / Welsberg-Gsies
S11129,MONOPOLI,Monopoli
S07553,MONSAMPOLO DEL TRONTO,Monsampolo
S07023,MONSAMPOLO DEL TRONTO,Monsampolo del T
S05703,MONSELICE,MONSELICE
S02392,MONTAGNANA,Montagnana
S09319,MONTAGUTO PANNI,Montaguto P.
S06415,MONTALE AGLIANA,Montale Agliana
S06856,MONTALLESE,Montallese
S08008,MONTALTO DI CASTRO,Montalto di Cas.
S00153,MONTALTO DORA,Montalto Dora
S00160,MONTANARO,Montanaro
S06818,MONTE AMIATA,Monte Amiata
S06820,MONTE ANTICO,MONTE ANTICO
S12973,MONTE ARCAU,Monte Arcau
S07014,MONTE MELINO,Monte Melino
S08605,MONTE S.BIAGIO-TERRACINA MARE,MS.Biagio-Terr.M
S06068,MONTE SAN SAVINO,Monte S. Savino
S02443,MONTEBELLO,Montebello
S02570,MONTEBELLUNA,MONTEBELLUNA
S09315,MONTECALVO-BUONALBERGO-CASALBORE,Montecalvo B.C.
S06408,MONTECARLO S.SALVATORE,Montecarlo S.Sal
S07203,MONTECAROTTO-CASTELBELLINO,Montecarotto C.
S07980,MONTECASTRILLI,Montecastrilli
S06412,MONTECATINI CENTRO,Montecatini C.
S06411,MONTECATINI TERME-MONSUMMANO,Montecatini T.
S00872,MONTECHIARO DENICE,Montechiaro D.
S00428,MONTECHIARO D`ASTI,Montechiaro d`A.
S09822,MONTECORVINO,Montecorvino
S07310,MONTECOSARO,Montecosaro
S09602,MONTEFALCIONE,Montefalcione
S08303,MONTEFIASCONE,Montefiascone
S09529,MONTEFREDANE,Montefredane
S11805,MONTEGIORDANO,Montegiordano
S00803,MONTEGROSSO,Montegrosso
S11601,MONTEIASI,Monteiasi
S09612,MONTELLA,Montella
S01535,MONTELLO GORLAGO,Montello Gorlago
S06511,MONTELUPO CAPRAIA,Montelupo
S12203,MONTEMAGGIORE BELSITO,Montemaggiore
S09610,MONTEMARANO,Montemarano
S07110,MONTEMARCIANO,Montemarciano
S09603,MONTEMILETTO,Montemiletto
S07825,MONTENERO PETACCIATO,Montenero P.
S11836,MONTEPAONE-MONTAURO,Montepaone M.
S06038,MONTEPESCALI,MONTEPESCALI
S07554,MONTEPRANDONE,Monteprandone
S06855,MONTEPULCIANO,Montepulciano
S03085,MONTEREALE VALCELLINA,Montereale Valc.
S09057,MONTERODUNI,Monteroduni
S06871,MONTERONI D'ARBIA,Monteroni d`Arb.
S13148,MONTERONI DI LECCE,Monteroni di L.
S04732,MONTEROSSO,Monterosso
S07062,MONTEROSSO MARCHE,Monterosso M.
S08215,MONTEROTONDO-MENTANA,Monterotondo
S09909,MONTESANO BUONABITACOLO,Montesano B.
S05801,MONTESANTO,Montesanto
S07808,MONTESILVANO,Montesilvano
S00422,MONTEU DA PO,Monteu da Po
S06910,MONTEVARCHI TERRANUOVA,Montevarchi T.
S09624,MONTEVERDE,Monteverde
S12857,MONTI TELTI,Monti Telti
S09622,MONTICCHIO,Monticchio
S01971,MONTICELLI D'ONGINA,Monticelli d`O.
S00823,MONTICELLO D`ALBA,Monticello d`A.
S00426,MONTIGLIO MURISENGO,Montiglio Muris.
S01840,MONTIRONE,Montirone
S09518,MONTORO FORINO,Montoro Forino
S09517,MONTORO SUPERIORE,Montoro Super.
S09528,MONTORSI,Montorsi
S06601,MONTORSOLI,Montorsoli
S01235,MONTREUX,Montreux
S01322,MONZA,MONZA
S01493,MONZA EST PARCO,Monza Est Parco
S01480,MONZA SOBBORGHI,Monza Sobborghi
S06225,MONZONE-MONTE DEI BIANCHI-ISOLANO,Monzone
S05132,MONZUNO-VADO,Monzuno
S00177,MORANO SUL PO,Morano Po
S01425,MORBEGNO,Morbegno
S13161,MORCIANO B.C.G.,Morciano B.C.G.
S09503,MORCONE,Morcone
S01710,MORENGO BARIANO,Morengo Bariano
S12864,MORES ITTIREDDU,Mores Ittireddu
S00544,MORETTA,Moretta
S00131,MORGEX,Morgex
S02046,MORI,Mori
S01144,MORNAGO CIMBRO,Mornago Cimbro
S08660,MOROLO,Morolo
S01740,MOROSOLO CASCIAGO,Morosolo Casc.
S09617,MORRA DE SANCTIS TEORA,Morra de S.T.
S08813,MORREA-CASTRONOVO-RENDINARA,Morrea-Cas.-Ren.
S07309,MORROVALLE MONTE S.GIUSTO,Morrovalle MSG
S00034,MORTARA,MORTARA
S07904,MOSCIANO S.ANGELO,Mosciano S. Ang.
S03302,MOSSA,Mossa
S12360,MOTTA CAMASTRA,Motta Camastra
S02767,MOTTA DI LIVENZA,Motta Liv.
S01862,MOTTA S.DAMIANO,Motta S.Damiano
S11865,MOTTA S.GIOVANNI LAZZARO,Motta SG Lazzaro
S02339,MOTTEGGIANA,Motteggiana
S12105,MOZIA-BIRGI,Mozia-Birgi
S01726,MOZZATE,Mozzate
S02332,MOZZECANE,Mozzecane
S05974,MUFFA,Muffa
S04713,MULINETTI,Mulinetti
S13093,MUNGIVACCA,MUNGIVACCA
S08400,MURATELLA,Muratella
S06876,MURLO,Murlo
S13184,MURO LECCESE,Muro Leccese
S12953,MUSEI,Musei
S05139,MUSIANO-PIAN DI MACINA,Musiano-P.Macina
S00824,MUSSOTTO,Mussotto
S03204,MUZZANA DEL TURGNANO,Muzzana del T.
S00000,N.D.,N.D.
S03624,NAGYKANIZSA,Nagykanizsa
S09988,NAPOLI AFRAGOLA,NAPOLI AFRAGOLA
S09103,NAPOLI CAMPI FLEGREI,NAPOLI CAMPI F.
S09218,NAPOLI CENTRALE,NAPOLI CENTRALE
S09110,NAPOLI GIANTURCO,Napoli Gianturco
S09105,NAPOLI MERGELLINA,Na.Mergellina
S09107,NAPOLI MONTESANTO,Na. Montesanto
S09106,NAPOLI PIAZZA AMEDEO,Piazza Amedeo
S09108,NAPOLI PIAZZA CAVOUR,Piazza Cavour
S09109,NAPOLI PIAZZA GARIBALDI,NA Piazza Garib.
S09104,NAPOLI PIAZZA LEOPARDI,Na P. Leopardi
S09800,NAPOLI S.GIOVANNI BARRA,Napoli S.G.Barra
S09010,NAPOLI SCALO MERCI,NA Scalo Merci
S09220,NAPOLI TRACCIA,Napoli Traccia
S13151,NARDO' CENTRALE,NARDO' CENTRALE
S13150,NARDO' CITTA',Nardo Citta
S07230,NARNI AMELIA,Narni Amelia
S00734,NARZOLE,Narzole
S11600,NASISI,Nasisi
S02211,NATURNO,Naturno
S06502,NAVACCHIO,Navacchio
S00827,NEIVE,Neive
S07026,NEPEZZANO-PIANO D'ACCIO,Nepezz-P.d`Accio
S07229,NERA MONTORO,Nera Montoro
S08710,NETTUNO,NETTUNO
S01773,NIARDO - LOSINE,Niardo - Losine
S00976,NIBBIA,Nibbia
S00511,NICHELINO,Nichelino
S00273,NICORVO,Nicorvo
S11764,NICOTERA,Nicotera
S00739,NIELLA,Niella
S12392,NISCEMI,Niscemi
S12311,NIZZA DI SICILIA,Nizza di Sicilia
S00834,NIZZA MONFERRATO,NIZZA MONFERRATO
S02510,NOALE-SCORZE',Noale Scorze`
S09814,NOCERA INFERIORE,NOCERA INFERIORE
S09709,NOCERA INFERIORE MERCATO,Nocera Mercato
S09815,NOCERA SUPERIORE,Nocera Superiore
S11746,NOCERA TIRINESE,Nocera
S07213,NOCERA UMBRA,Nocera Umbra
S06101,NOCETO,Noceto
S13125,NOCI,Noci
S05310,NOGARA,NOGARA
S13119,NOICATTARO,Noicattaro
S09700,NOLA,Nola
S09699,NOLA INTERPORTO,Nola Interporto
S00091,NOLE,Nole
S00513,NONE,None
S07903,NOTARESCO,Notaresco
S12424,NOTO,Noto
S12446,NOTO BAGNI,Noto Bagni
S03303,NOVA GORICA,Nova Gorica
S11803,NOVA SIRI ROTONDELLA,Nova Siri Roton.
S00248,NOVARA,NOVARA
S00023,NOVARA NORD,Novara Nord
S12039,NOVARA-MONTALBANO-FURNARI,Novara Mont.Fur.
S01070,NOVATE MILANESE,Novate Milanese
S01403,NOVATE-MEZZOLA,Novate-Mezzola
S02734,NOVE,Nove
S05940,NOVELLARA,Novellara
S04203,NOVI LIGURE,NOVI LIGURE
S13116,NOVOLI,Novoli
S06351,NOZZANO,Nozzano
S00920,NUCETTO,Nucetto
S08231,NUOVO SALARIO,Nuovo Salario
S00140,NUS,Nus
S09614,NUSCO,Nusco
S05710,OCCHIOBELLO,OCCHIOBELLO
S02765,ODERZO,Oderzo
S11968,OFFICINE G.R. SALINE JONICHE,O.G.R. Saline J.
S07551,OFFIDA CASTEL DI LAMA,Offida
S01460,OGGIONO,Oggiono
S12333,OGNINA PES,Ognina PES
S12855,OLBIA,OLBIA
S12863,OLBIA (NEW),OLBIA (NEW)
S12901,OLBIA MARITTIMA ISOLA BIANCA,Olbia M.I.B.
S00244,OLCENENGO,Olcenengo
S01414,OLCIO,Olcio
S00984,OLEGGIO,OLEGGIO
S00036,OLEVANO,Olevano
S08333,OLGIATA,Olgiata
S01514,OLGIATE-CALCO-BRIVIO,Olgiate-C.-B.
S12037,OLIVERI TINDARI,Oliveri Tindari
S04480,OLIVETTA S.MICHELE,Olivetta S.M.
S01905,OLMENETA,OLMENETA
S02760,OLMI SPERCENIGO,Olmi S.
S01150,OLTEN,Olten
S00010,OMEGNA,Omegna
S00008,OMEGNA-CRUSINALLO,Omegna Crusin.
S11708,OMIGNANO SALENTO,Omignano
S02031,ORA,Ora / Auer
S08004,ORBETELLO-MONTE ARGENTARIO,Orbetello
S06022,ORCIANO,Orciano
S11202,ORDONA,Ordona
S11605,ORIA,Oria
S02834,ORIAGO,Oriago
S08518,ORICOLA-PERETO,Oricola Pereto
S01870,ORIO LITTA,Orio Litta
S08313,ORIOLO,Oriolo
S02203,ORIS,Oris
S12878,ORISTANO,Oristano
S00927,ORMEA,Ormea
S00006,ORNAVASSO,Ornavasso
S12121,ORSA,Orsa
S02704,ORSAGO,Orsago
S09320,ORSARA DI PUGLIA,Orsara di Puglia
S00012,ORTA MIASINO,Orta Miasino
S11102,ORTANOVA,Ortanova
S08209,ORTE,ORTE
S08203,ORVIETO,ORVIETO
S12860,OSCHIRI,Oschiri
S07502,OSIMO CASTELFIDARDO,Osimo Castelf.
S01512,OSNAGO,Osnago
S02395,OSPEDALETTO EUGANEO,Ospedaletto Eug.
S01871,OSPEDALETTO LODIGIANO,Ospedaletto Lod.
S07012,OSPEDALICCHIO,Ospedalicchio
S02554,OSPITALE DI CADORE,Ospitale di Cad.
S01922,OSPITALETTO MANTOVANO,Ospitaletto Man.
S01716,OSPITALETTO TRAVAGLIATO,Ospitaletto T.
S05175,OSTELLATO,Ostellato
S05302,OSTERIA NUOVA,Osteria Nuova
S06160,OSTIA PARMENSE,Ostia Parmense
S05304,OSTIGLIA,Ostiglia
S11132,OSTUNI,Ostuni
S13193,OTRANTO,OTRANTO
S08324,OTTAVIA,Ottavia
S09751,OTTAVIANO,Ottaviano
S00204,OULX CESANA CLAVIERE SESTRIERE,Oulx Ce.Cl.Ses.
S04103,OVADA,OVADA
S04007,OVADA NORD,Ovada Nord
S00840,OVIGLIO,Oviglio
S12862,OZIERI CHILIVANI,OZIERI CHILIVANI
S12861,OZIERI FRAIGAS,Ozieri Fraigas
S05055,OZZANO DELL'EMILIA,Ozzano Emilia
S00337,OZZANO MONFERRATO,Ozzano Monfer.
S06152,OZZANO TARO,Ozzano Taro
S07815,Ortona,Ortona
S05047,P.M. RENO,PM Reno
S09717,P.M.TORRICCHIO,P.M. Torricchio
S03032,P.M.VAT,P.M.Vat
S12881,PABILLONIS,Pabillonis
S12045,PACE DEL MELA,Pace del Mela
S12103,PACECO,Paceco
S12445,PACHINO,Pachino
S01082,PADERNO DUGNANO,Paderno Dugnano
S01794,PADERNO FRANCIACORTA,Paderno Francia.
S01502,PADERNO ROBBIATE,Paderno Robbiate
S08707,PADIGLIONE,Padiglione
S02581,PADOVA,PADOVA
S02650,PADOVA CAMPO MARTE,Padova C. Marte
S09908,PADULA,Padula
S09313,PADULI SUL CALORE,Paduli
S02540,PAESE,Paese
S02602,PAESE CASTAGNOLE,Paese Castagnole
S11703,PAESTUM,Paestum
S09813,PAGANI,Pagani
S07416,PAGANICA,Paganica
S11508,PALAGIANELLO,Palagianello
S11464,PALAGIANO CHIATONA,Palagiano Chiat.
S11509,PALAGIANO MOTTOLA,Palagiano Mott.
S12279,PALAGONIA,Palagonia
S12130,PALAZZO REALE-ORLEANS,P.Reale-Orleans
S11303,PALAZZO S.GERVASIO-MONTEMILONE,Palazzo S.G.- M.
S03203,PALAZZOLO DELLO STELLA,Palazzolo
S01083,PALAZZOLO MILANESE,Palazzolo Milan.
S01538,PALAZZOLO SULL'OGLIO,PALAZZOLO S/O.
S00175,PALAZZOLO VERCELLESE,Palazzolo Verc.
S08904,PALENA,Palena
S12133,PALERMO AEROPORTO,PalermoAeroporto
S12055,PALERMO BRANCACCIO,PA BRANCACCIO
S12140,PALERMO CARDILLO,PA Cardillo
S12002,PALERMO CENTRALE,PALERMO C.LE
S12065,PALERMO DE GASPERI,PA De Gasperi
S12139,PALERMO FRANCIA,PA Francia
S12144,PALERMO GUADAGNA,PA Guadagna
S12075,PALERMO LIBERTA',Palermo Liberta`
S12134,PALERMO NOTARBARTOLO,PA NOTARBARTOLO
S12132,PALERMO S.LORENZO,PA S.Lorenzo
S12131,PALERMO TOMMASO NATALE,PATommaso Natale
S12135,PALERMO VESPRI,PA Vespri
S00271,PALESTRO,Palestro
S02343,PALIDANO,Palidano
S11859,PALIZZI,Palizzi
S00002,PALLANZENO,Pallanzeno
S06220,PALLERONE,Pallerone
S09701,PALMA S.GENNARO,Palma S.Gennaro
S03122,PALMANOVA,Palmanova
S11769,PALMI,Palmi
S08018,PALO LAZIALE,Palo Laziale
S07112,PALOMBINA,Palombina
S06605,PANICAGLIA,Panicaglia
S08699,PANTANELLA,Pantanella
S07234,PANTIERE DI CASTELBELLINO,Pantiere di C.
S11739,PAOLA,PAOLA
S07968,PAPIANO,Papiano
S01035,PARABIAGO,Parabiago
S13155,PARABITA,Parabita
S01620,PARATICO SARNICO,Paratico Sarnico
S08412,PARCO LEONARDO,Parco Leonardo
S08495,PARCO PRENESTINO,Parco Prenestino
S08498,PARCO PRENESTINO BIN. ESTERNI,P.Pr.Es.
S11759,PARGHELIA,Parghelia
S05014,PARMA,PARMA
S01060,PARONA LOMELLINA,Parona Lomellina
S12124,PARTINICO,Partinico
S13106,PASCAROSA,Pascarosa
S07001,PASSIGNANO SUL TRASIMENO,Passignano T.
S01793,PASSIRANO,Passirano
S09836,PASTENA,Pastena
S09607,PATERNOPOLI,Paternopoli
S12036,PATTI-S.PIERO PATTI,Patti-San Piero
S12874,PAULILATINO,Paulilatino
S01860,PAVIA,PAVIA
S01861,PAVIA PORTA GARIBALDI,Pavia P.Garib.
S08731,PAVONA,Pavona
S08017,PC ROMA MONTE MARIO,PC R.Monte Mario
S07510,PEDASO,Pedaso
S02567,PEDEROBBA CAVASO POSSAGNO,Pederobba Cav.P.
S05154,PEGOGNAGA,Pegognaga
S09521,PELLEZZANO,Pellezzano
S00341,PENANGO,Penango
S02553,PERAROLO DI CADORE,Perarolo di Cad.
S02018,PERCA-PLAN DE CORONES,Perca-Plan de C.
S09627,PERCIANTI ARIANELLO,Percianti A.
S02305,PERGINE,Pergine
S07060,PERGOLA,Pergola
S02052,PERI,Peri
S78400,PERPIGNAN,Perpignan
S00311,PERTENGO,Pertengo
S09921,PERTOSA,Pertosa
S07004,PERUGIA,Perugia
S07005,PERUGIA PONTE S.GIOVANNI,Perugia P.S.G.
S07013,PERUGIA SILVESTRINI,PG Silvestrini
S07006,PERUGIA UNIVERSITA',PG Universita
S07104,PESARO,Pesaro
S02057,PESCANTINA,Pescantina
S07810,PESCARA,PESCARA
S07811,PESCARA PORTA NUOVA,Pescara P.N.
S07017,PESCARA S.MARCO,Pescara S. Marco
S02088,PESCHIERA DEL GARDA,Peschiera d.Gard
S06409,PESCIA,Pescia
S08532,PESCINA,Pescina
S08811,PESCOCANALE,Pescocanale
S08915,PESCOLANCIANO-CHIAUCI,Pescolanciano-C.
S09507,PESCOSANNITA FRAGNETO L'ABATE,Pescosannita F.
S00457,PESSIONE,Pessione
S09901,PETINA,Petina
S12109,PETROSINO STRASATTI,Petrosino Stras.
S00011,PETTENASCO,Pettenasco
S08901,PETTORANO SUL GIZIO,Pettorano sul G.
S05000,PIACENZA,PIACENZA
S01919,PIADENA,PIADENA
S01780,PIAN CAMUNO - GRATACASOLO,Pian Camuno Gra.
S06952,PIAN DEL MUGNONE,Pian Del Mugnone
S01776,PIAN DI BORNO,Pian di Borno
S07973,PIAN DI PORTO,Pian di Porto
S05114,PIAN DI VENOLA,Pian di Venola
S00876,PIANA,Piana
S08222,PIANA BELLA DI MONTELIBRETTI,Piana Bella Mon.
S12394,PIANA DEL SIGNORE,Piana del Signor
S09026,PIANA DI MONTE VERNA,Piana di M.Verna
S09317,PIANEROTTOLO D'ARIANO,Pianerottolo A.
S00903,PIANFEI,Pianfei
S07990,PIANIBBIE,Pianibbie
S07714,PIANO D'ORTA BOLOGNANO,Piano d`Orta B.
S04216,PIANO ORIZZONTALE DEI GIOVI,Piano Orizzont.
S05131,PIANORO,Pianoro
S02705,PIANZANO,Pianzano
S06325,PIAZZA AL SERCHIO,Piazza al Serch.
S08226,PIAZZALE EST TIBURTINA,Piaz.Est Tib.
S05924,PIAZZOLA,Piazzola
S09833,PICERNO,Picerno
S09999,PIEDIMONTE MATESE,PIEDIMONTE MATES
S08680,PIEDIMONTE-VILLA S.LUCIA-AQUINO,Pied.-VSL-Aquino
S00003,PIEDIMULERA,Piedimulera
S04520,PIETRA LIGURE,Pietra Ligure
S04209,PIETRABISSARA,Pietrabissara
S11213,PIETRAGALLA,Pietragalla
S11816,PIETRAPAOLA,Pietrapaola
S09801,PIETRARSA-S.GIORGIO A CREMANO,Pietrarsa
S06012,PIETRASANTA,Pietrasanta
S09508,PIETRELCINA,Pietrelcina
S00402,PIEVE ALBIGNOLA,Pieve Albignola
S01104,PIEVE EMANUELE,Pieve Emanuele
S04711,PIEVE LIGURE,Pieve Ligure
S05962,PIEVE SALICETO,Pieve Saliceto
S00004,PIEVE VERGONTE,Pieve Vergonte
S00922,PIEVETTA,Pievetta
S09207,PIGNATARO MAGGIORE,Pignataro Mag.
S05970,PILASTRINO,Pilastrino
S01786,PILZONE,Pilzone
S01931,PINAROLO PO,Pinarolo Po
S00517,PINEROLO,PINEROLO
S00082,PINEROLO OLIMPICA,Pinerolo Olimpi.
S08334,PINETO,Pineto
S07806,PINETO ATRI,Pineto Atri
S13966,PINO CONFINE,Pino Confine
S19006,PINO TRONZANO,Pino T.
S01110,PINO TRONZANO,Pino T.
S03055,PINZANO,Pinzano
S01703,PIOLTELLO LIMITO,PIOLTELLO LIM.
S06770,PIOMBINO,PIOMBINO
S02509,PIOMBINO DESE,Piombino Dese
S06775,PIOMBINO MARITTIMA,PIOMB.Bin.Mare
S01406,PIONA,Piona
S05106,PIOPPE DI SALVARO,Pioppe Salvaro
S02598,PIOVE DI SACCO,PIOVE DI SACCO
S12125,PIRAINETO,PIRAINETO
S06450,PISA BINARI AEROPORTO,Pisa Bin.Aerop.
S06500,PISA CENTRALE,PISA/bin. Pisa C
S06501,PISA/BINARI PISA S.ROSSORE,Pisa/bin Pisa SR
S00515,PISCINA DI PINEROLO,Piscina di Pin.
S09625,PISCIOLO,Pisciolo
S11712,PISCIOTTA PALINURO,Pisciotta P.
S01014,PISOGNE,Pisogne
S11459,PISTICCI,Pisticci
S06414,PISTOIA,PISTOIA
S05151,PISTOIA OVEST,Pistoia Ovest
S05116,PITECCIO,Piteccio
S44100,PIVKA,Pivka
S01806,PIZZALE-LUNGAVILLA,Pizzale-Lungavil
S01911,PIZZIGHETTONE,Pizzighettone
S11753,PIZZO,Pizzo
S02212,PLAUS,Plaus
S12816,PLOAGHE,Ploaghe
S01310,PM ALBATE,P.M. ALBATE
S00226,PM Agognate,PM Agognate
S00141,PM CHAMBAVE,PM Chambave
S11788,PM ECCELLENTE,PM ECCELLENTE
S11952,PM FEROLETO ANTICO PIANOPOLI,PM Feroleto A.P.
S11871,PM GABELLA GRANDE,PM Gabella Gra.
S11514,PM GROTTALUPARA,PM Grottalupara
S01928,PM Groane,PMGroane
S11825,PM ISOLA CAPO RIZZUTO,PM Isola C.Rizz.
S11908,PM MONTALTO ROSE,PM MONTALTO ROSE
S00144,PM MONTJOVET,PM Montjovet
S00138,PM QUART,PM Quart
S11827,PM S.LEONARDO DI CUTRO,PM S.Leonardo C.
S11714,PM S.MAURO LA BRUCA,PM S.Mauro La B.
S11869,PM THURIO,PM Thurio
S00842,POCAPAGLIA,Pocapaglia
S13186,POGGIARDO,Poggiardo
S06805,POGGIBONSI-S.GIMIGNANO,Poggibonsi
S07428,POGGIO FIDONI,Poggio Fidoni
S11023,POGGIO IMPERIALE,Poggio Imperiale
S08213,POGGIO MIRTETO,Poggio Mirteto
S05720,POGGIO RENATICO,Poggio Renatico
S05308,POGGIO RUSCO,POGGIO RUSCO
S06323,POGGIO-CAREGGINE-VAGLI,Poggio-Car.-Vag.
S11305,POGGIORSINI,Poggiorsini
S01433,POGGIRIDENTI-TRESIVIO-PIATEDA,Poggiridenti
S00904,POGLIOLA,Pogliola
S05708,POLESELLA,Polesella
S11718,POLICASTRO BUSSENTINO,Policastro
S11802,POLICORO TURSI,Policoro Tursi
S11128,POLIGNANO A MARE,Polignano a Mare
S09903,POLLA,Polla
S07305,POLLENZA,Pollenza
S12021,POLLINA-S.MAURO CASTELVERDE,Pollina
S01125,POMBIA,Pombia
S08601,POMEZIA-S.PALOMBA,Pomezia
S09810,POMPEI,Pompei
S00890,PONT CANAVESE,Pont Canavese
S00149,PONT-SAINT-MARTIN,Pont S.Martin
S06904,PONTASSIEVE,PONTASSIEVE
S06807,PONTE A ELSA,Ponte a Elsa
S06312,PONTE A MORIANO,Ponte a Moriano
S06869,PONTE A TRESSA,Ponte a Tressa
S09325,PONTE ALBANITO,Ponte Albanito
S09309,PONTE CASALDUNI,Ponte Casalduni
S01912,PONTE D'ADDA,Ponte d`Adda
S02225,PONTE D'ADIGE,Ponte d`Adige / Sigmundskron
S05123,PONTE DELLA VENTURINA,Ponte Venturina
S08529,PONTE DI NONA,Ponte di Nona
S02763,PONTE DI PIAVE,Ponte Piave
S08403,PONTE GALERIA,PONTE GALERIA
S02020,PONTE GARDENA-LAION,Ponte G.-Laion / Waidbruck
S06752,PONTE GINORI,Ponte Ginori
S01434,PONTE IN VALTELLINA,Ponte in Valt.
S02558,PONTE NELLE ALPI POLPET,PONTE NELLE ALPI
S07233,PONTE PARRANO DI NOCERA UMBRA,Ponte Parrano
S05919,PONTE RONCA,Ponte Ronca
S09841,PONTE S.CONO,Ponte S.Cono
S02082,PONTE S.MARCO-CALCINATO,Ponte S.Marco
S01528,PONTE S.PIETRO,PONTE S.PIETRO
S03010,PONTEBBA,Pontebba
S09821,PONTECAGNANO,Pontecagnano
S05103,PONTECCHIO MARCONI,Pontecchio Marc.
S01809,PONTECURONE,Pontecurone
S06506,PONTEDERA CASCIANA TERME,Pontedera C.T.
S05711,PONTELAGOSCURO,Pontelagoscuro
S01097,PONTELAMBRO - CASTELMARTE,Pontelambro-Cas.
S09504,PONTELANDOLFO,Pontelandolfo
S09027,PONTELATONE,Pontelatone
S02843,PONTELONGO FERMATA,Pont.F.
S05005,PONTENURE,Pontenure
S04710,PONTETTO,Pontetto
S00871,PONTI,Ponti
S06913,PONTICINO,Ponticino
S01526,PONTIDA,Pontida
S06163,PONTREMOLI,Pontremoli
S00247,PONZANA,Ponzana
S06200,PONZANO MAGRA,Ponzano Magra
S06612,POPOLANO DI MARRADI,Popolano
S07703,POPOLI VITTORITO,Popoli Vittorito
S06074,POPPI,Poppi
S06773,POPULONIA,Populonia
S06406,PORCARI,Porcari
S02701,PORDENONE,Pordenone
S06073,PORRENA,Porrena
S05110,PORRETTA TERME,Porretta Terme
S02833,PORTA OVEST,Porta Ovest
S00344,PORTACOMARO,Portacomaro
S01761,PORTICHETTO - LUISAGO,Portichetto-L.
S09802,PORTICI-ERCOLANO,Portici Ercolano
S01200,PORTO CERESIO,PORTO CERESIO
S07514,PORTO D'ASCOLI,PORTO D`ASCOLI
S07822,PORTO DI VASTO,Porto di Vasto
S12214,PORTO EMPEDOCLE,Porto Empedocle
S12228,PORTO EMPEDOCLE SUCCURSALE,P.Empedocle S.le
S07504,PORTO RECANATI,Porto Rec.
S07507,PORTO S.ELPIDIO,Porto S.Elpidio
S07508,PORTO S.GIORGIO FERMO,Porto S.Giorgio
S12802,PORTO TORRES,PORTO TORRES
S01116,PORTO VALTRAVAGLIA,Porto Valtrav.
S01124,PORTO VARALLO POMBIA,Porto Varallo P.
S03200,PORTOGRUARO CAORLE,PORTOGRUARO C.
S05802,PORTOMAGGIORE,PORTOMAGGIORE
S11220,POSSIDENTE,Possidente
S02601,POSTIOMA,Postioma
S02053,POSTO COMUNICAZIONE DOLCE`,P.C. Dolce'
S00750,POSTOJNA,Postojna
S11420,POTENZA CENTRALE,POTENZA CENTRALE
S11215,POTENZA MACCHIA ROMANA,Potenza M.Romana
S07505,POTENZA PICENA MONTELUPONE,Potenza Pic.
S13135,POTENZA S.MARIA,Potenza S.Maria
S11217,POTENZA SUPERIORE,Potenza Sup.re
S02505,POVE DEL GRAPPA CAMPESE,Pove s.G.Campese
S02301,POVO-MESIANO,Povo
S12420,POZZALLO,Pozzallo
S04330,POZZOLO FORMIGARO,Pozzolo Formig.
S09101,POZZUOLI SOLFATARA,Pozzuoli S.
S01722,POZZUOLO MARTESANA,Pozzuolo M.
S05113,PRACCHIA,Pracchia
S11725,PRAJA AJETA TORTORA,Praja A.T.
S04101,PRASCO CREMOLINO,Prasco Cremolino
S01417,PRATA CAMPORTACCIO,Prata Camp.
S09513,PRATA PRATOLA,Prata Pratola
S06423,PRATIGNONE,Pratignone
S05985,PRATISSOLO,Pratissolo
S06426,PRATO BORGONUOVO,Prato Borgonuovo
S06416,PRATO CENTRALE,PRATO C.LE
S06422,PRATO PORTA AL SERRAGLIO,Prato P.Serragl.
S00108,PRATO SESIA,Prato Sesia
S02024,PRATO TIRES,Prato Tires
S05947,PRATOFONTANA,Pratofontana
S07700,PRATOLA PELIGNA,Pratola Peligna
S07601,PRATOLA PELIGNA SUPERIORE,Pratola P.S.
S06072,PRATOVECCHIO,Pratovecchio
S00130,PRE'-SAINT-DIDIER,Pre` S. Didier
S04003,PREDOSA,Predosa
S02715,PREGANZIOL,Preganziol
S01058,PREGNANA MILANESE,Pregnana M.
S01009,PREMOSELLO CHIOVENDA,PREMOSELLO CH.
S13159,PRESICCE-ACQUARICA,Presicce-Acquar.
S08536,PREZZA,Prezza
S02319,PRIMOLANO,Primolano
S00923,PRIOLA,Priola
S12347,PRIOLO MELILLI,Priolo Melilli
S12393,PRIOLO SOPRANO,Priolo Soprano
