station_id,long_name,short_name
S12106,SPAGNUOLA,Spagnuola
S09206,SPARANISE,Sparanise
S09761,SPARTIMENTO DI SCISCIANO,S. di Scisciano
S07010,SPELLO,Spello
S11901,SPEZZANO ALBANESE TERME,Spezzano Alb.T.
S07483,SPIEZ,Spiez
S00874,SPIGNO,Spigno
S11304,SPINAZZOLA,SPINAZZOLA
S02516,SPINEA,Spinea
S07552,SPINETOLI COLLI,Spinetoli C.
S07022,SPINETOLI VILLA S.PIO X,Spinet.V.S.Pio X
S01940,SPINETTA,Spinetta
S07221,SPOLETO,Spoleto
S02202,SPONDIGNA-PRATO VENOSTA,Spondigna-Prato
S13187,SPONGANO,Spongano
S04526,SPOTORNO NOLI,Spotorno Noli
S02709,SPRESIANO,Spresiano
S11835,SQUILLACE,Squillace
S11142,SQUINZANO,Squinzano
S03633,ST VEIT GLAN,St Veit a.d.Glan
S00620,ST.DALMAS DE TENDE,St.Dalmas de T.
S19919,STABIO,Stabio
S06810,STAGGIA,Staggia
S05705,STANGHELLA,Stanghella
S13132,STATTE,Statte
S02736,STAZIONE PER L'ALPAGO,Stazione Alpago
S02264,STEINACH TIROL,Steinach Tirol
S05164,STELLATA FICAROLO,Stellata Ficar.
S13166,STERNATIA,Sternatia
S06071,STIA,STIA
S06824,STICCIANO,Sticciano
S08212,STIMIGLIANO,Stimigliano
S06617,STRADA CASALE,Strada Casale
S01945,STRADELLA,Stradella
S00155,STRAMBINO,Strambino
S03150,STRASSOLDO,Strassoldo
S01016,STRESA,Stresa
S00866,STREVI,Strevi
S02315,STRIGNO,Strigno
S07400,STRONCONE,Stroncone
S11822,STRONGOLI,Strongoli
S03800,STUTTGART HBF,Stuttgart Hbf
S12896,SU CANALE,Su Canale
S06082,SUBBIANO,Subbiano
S08539,SULMONA,SULMONA
S07030,SULMONA S.RUFINA,Sulmona S.Rufina
S08900,SULMONA-INTRODACQUA,Sulmona-Introd.
S01785,SULZANO,Sulzano
S00018,SUNO,Suno
S11144,SURBO,Surbo
S11134,SURBO FASCIO MERCI,Surbo f.Merci
S00260,SUSA,Susa
S02708,SUSEGANA,Susegana
S02340,SUZZARA,SUZZARA
S05153,SUZZARA V.N.,Suzzara V.N.
S03269,SZEKESFEHERVAR,Szekesfehervar
S04506,TAGGIA ARMA,Taggia Arma
S08522,TAGLIACOZZO,Tagliacozzo
S05959,TAGLIATA,Tagliata
S01122,TAINO ANGERA,Taino Angera
S01426,TALAMONA,Talamona
S08002,TALAMONE,Talamone
S12317,TAORMINA-GIARDINI,Taormina G.
S11465,TARANTO,TARANTO
S13133,TARANTO GALESE,Taranto Galese
S03022,TARCENTO,Tarcento
S12353,TARGIA,Targia
S08009,TARQUINIA,Tarquinia
S11903,TARSIA,Tarsia
S03015,TARVISIO BOSCOVERDE,TARVISIO BOSCOV.
S06405,TASSIGNANO-CAPANNORI,Tassignano
S09605,TAURASI,Taurasi
S01824,TAVAZZANO,TAVAZZANO
S13177,TAVIANO,Taviano
S09205,TEANO,Teano
S02662,TEGLIO VENETO,Teglio Veneto
S02213,TEL,Tel
S09326,TELESE CERRETO,Telese Cerreto
S12215,TEMPIO DI VULCANO,Tempio Vulcano
S00619,TENDE,Tende
S07900,TERAMO,TERAMO
S02223,TERLANO-ANDRIANO,Terlano-Andriano / Terlan-Andrian
S05701,TERME EUGANEE-ABANO-MONTEGROTTO,Terme Euganee
S12040,TERME VIGLIATORE,Terme Vigliatore
S12014,TERMINI IMERESE,Termini Imerese
S11019,TERMOLI,TERMOLI
S01143,TERNATE VARANO BORGHI,Ternate V.B.
S07226,TERNI,TERNI
S07982,TERNI BORGO RIVO,Terni Borgo Rivo
S07430,TERNI COSPEA,Terni Cospea
S01504,TERNO,Terno
S06922,TERONTOLA CORTONA,TERONTOLA
S08809,TERRACINA,Terracina
S06167,TERRAROSSA - TRESANA,Terrarossa-Tres.
S12108,TERRENOVE,Terrenove
S07425,TERRIA,Terria
S09753,TERZIGNO,Terzigno
S00869,TERZO MONTABONE,Terzo Montabone
S02318,TEZZE DI GRIGNO,Tezze di Grigno
S02143,THIENE,Thiene
S01250,THUN,Thun
S11216,TIERA,Tiera
S13191,TIGGIANO,Tiggiano
S07426,TIONE DEGLI ABRUZZI,Tione degli A.
S01440,TIRANO,TIRANO
S12813,TISSI USINI,Tissi Usini
S09834,TITO,Tito
S08508,TIVOLI,Tivoli
S07705,TOCCO CASTIGLIONE,Tocco C.
S07974,TODI PONTE NAIA,Todi Ponte Naia
S35130,TODI PONTE RIO,Todi Ponte Rio
S07304,TOLENTINO,Tolentino
S07315,TOLENTINO CAMPUS,Tolentino Campus
S01781,TOLINE,Toline
S07814,TOLLO CANOSA SANNITA,Tollo Canosa S.
S06720,TOMBOLO,Tombolo
S00342,TONCO ALFIANO,Tonco Alfiano
S08501,TOR SAPIENZA,Tor Sapienza
S08655,TOR VERGATA,Tor Vergata
S09202,TORA PRESENZANO,Tora Presenzano
S11906,TORANO LATTARICO,Torano Lattarico
S11706,TORCHIARA,Torchiara
S00088,TORINO AEROPORTO DI CASELLE,Torino Aeroporto
S00097,TORINO CORSO GROSSETO,Torino Grosseto
S00224,TORINO DORA,Torino Dora
S00452,TORINO LINGOTTO,TO.LINGOTTO
S00193,TORINO ORBASSANO S.LUIGI,To.Orb.S.Luigi
S00219,TORINO PORTA NUOVA,TORINO P.NUOVA
S00035,TORINO PORTA SUSA,TORINO P. SUSA
S00060,TORINO REBAUDENGO FOSSATA,TO Reb.Fossata
S00223,TORINO S. PAOLO,Torino S.Paolo
S00228,TORINO STURA,TORINO STURA
S12865,TORRALBA,Torralba
S00234,TORRAZZA PIEMONTE,Torrazza
S09806,TORRE ANNUNZIATA CENTRALE,TORRE A.CENTRALE
S09805,TORRE ANNUNZIATA CITTA',Torre A.Citta
S01918,TORRE DE' PICENARDI,Torre de` Picen.
S07706,TORRE DEI PASSERI,Torre dei P.
S09803,TORRE DEL GRECO,Torre del Greco
S06015,TORRE DEL LAGO PUCCINI,Torre del Lago
S08019,TORRE IN PIETRA-PALIDORO,Torre in Piet. P
S11821,TORRE MELISSA,Torre Melissa
S11717,TORRE ORSAIA,Torre Orsaia
S00524,TORRE PELLICE,Torre Pellice
S00545,TORRE S.GIORGIO,Torre S.Giorgio
S00039,TORREBERETTI,TORREBERETTI
S12061,TORREGROTTA,Torregrotta
S11971,TORREMEZZO DI FALCONARA,Torremezzo
S06817,TORRENIERI,Torrenieri
S07011,TORRICELLA,Torricella
S08600,TORRICOLA,Torricola
S01853,TORRILE S.POLO,Torrile S. Polo
S09835,TORRIONE,Torrione
S06854,TORRITA DI SIENA,Torrita di Siena
S01810,TORTONA,TORTONA
S07801,TORTORETO LIDO,Tortoreto Lido
S03206,TORVISCOSA,Torviscosa
S11961,TOSCANO,Toscano
S12013,TRABIA,Trabia
S01729,TRADATE,Tradate
S11112,TRANI,Trani
S12100,TRAPANI,TRAPANI
S00925,TRAPPA,Trappa
S12123,TRAPPETO,Trappeto
S01142,TRAVEDONA BIANDRONNO,Travedona Biand.
S03081,TRAVESIO,Travesio
S08308,TRE CROCI,Tre Croci
S02514,TREBASELEGHE,Trebaseleghe
S07933,TREBBIO,Trebbio
S11808,TREBISACCE,Trebisacce
S00252,TRECATE,Trecate
S01706,TRECELLA,Trecella
S12303,TREMESTIERI,Tremestieri
S02038,TRENTO,TRENTO
S11143,TREPUZZI,Trepuzzi
S06821,TREQUANDA,Trequanda
S01437,TRESENDA-APRICA-TEGLIO,Tresenda-A.-T.
S05172,TRESIGALLO CORREGGI,Tresigallo Cor.
S07218,TREVI,Trevi
S01708,TREVIGLIO,TREVIGLIO
S01601,TREVIGLIO OVEST,Treviglio Ovest
S02600,TREVIGNANO SIGNORESSA,Trevignano Sign.
S02712,TREVISO CENTRALE,TREVISO C.
S01065,TREZZANO SUL NAVIGLIO,Trezzano S.N.
S13190,TRICASE,Tricase
S03023,TRICESIMO-S.PELAGIO,Tricesimo S.Pel.
S03213,TRIESTE AIRPORT,Trieste Airport
S03856,TRIESTE AQUILINIA,Trieste Aq.linia
S03317,TRIESTE CENTRALE,TRIESTE CENTRALE
S03854,TRIESTE SERVOLA,Trieste Servola
S09028,TRIFLISCO,Triflisco
S13117,TRIGGIANO,Triggiano
S00950,TRINITA' BENE VAGIENNA,Trinita` B. V.
S11106,TRINITAPOLI-S.FERDINANDO DI PUGLIA,Trinitapoli
S00176,TRINO VERCELLESE,Trino Verc.
S01485,TRIUGGIO-PONTE ALBIATE,Triuggio-P.A.
S11452,TRIVIGNO,Trivigno
S00455,TROFARELLO,TROFARELLO
S09322,TROIA CASTELLUCCIO SAURI,Troia Cast.Sauri
S00275,TROMELLO,Tromello
S00239,TRONZANO,Tronzano
S11760,TROPEA,Tropea
S09013,TUFARA VALLE,Tufara Valle
S09512,TUFO,Tufo
S13154,TUGLIE,Tuglie
S13163,TUGLIE MUSEO D. CIVILTA` CONTADINA,TUGLIE-MUSEO
S07000,TUORO SUL TRASIMENO,Tuoro sul Tr.
S01751,TURBIGO,Turbigo
S13101,TURI,Turi
S12022,TUSA,Tusa
S02901,TUTTINGEN,Tuttingen
S11140,TUTURANO,Tuturano
S09122,Traccia,Traccia
S03026,UDINE,UDINE
S13158,UGENTO-TAURISANO,Ugento-Taurisano
S03006,UGOVIZZA VALBRUNA,Ugovizza V.
S12880,URAS MOGORO,Uras Mogoro
S07306,URBISAGLIA SFORZACOSTA,Urbisaglia S.
S09467,URURI ROTELLO,Ururi Rotello
S06025,VADA,VADA
S06602,VAGLIA,Vaglia
S11450,VAGLIO BASILICATA,Vaglio Basil.
S05136,VAIANO,Vaiano
S09203,VAIRANO-CAIANELLO,VAIRANO
S08014,VAL D'ALA,Val D'Ala
S05177,VALCESURA,Valcesura
S02110,VALDAORA-ANTERSELVA,Valdaora-Anter / Olang-Antholz
S05117,VALDIBRANA,Valdibrana
S00041,VALENZA,VALENZA
S13096,VALENZANO,Valenzano
S13097,VALENZANO LAMIE,Valenzano Lamie
S05160,VALLAZZA-CARBONARA PO,Vallazza Carb.Po
S08329,VALLE AURELIA,Valle Aurelia
S08512,VALLE DELL'ANIENE-MANDELA-SAMBUCI,V.A.ne-Mandela-S
S09304,VALLE DI MADDALONI,Valle di Maddal.
S09705,VALLE DI MERCATO S.SEVERINO,Valle di Mercato
S00037,VALLE LOMELLINA,Valle Lomellina
S04502,VALLECROSIA,Vallecrosia
S12231,VALLEDOLMO,Valledolmo
S12232,VALLELUNGA,Vallelunga
S11709,VALLO DELLA LUCANIA-CASTELNUOVO,Vallo d.Lucania
S01103,VALLORBE,Vallorbe
S00042,VALMADONNA,Valmadonna
S01463,VALMADRERA,Valmadrera
S08656,VALMONTONE,Valmontone
S00887,VALPERGA,Valperga
S07214,VALTOPINA,Valtopina
S02103,VANDOIES,Vandoies / Vintl
S01753,VANZAGHELLO - MAGNAGO,Vanzaghello M.
S01036,VANZAGO POGLIANO,Vanzago Pogliano
S00022,VAPRIO D'AGOGNA,Vaprio d`Agogna
S00982,VARALLO POMBIA,Varallo Pombia
S00100,VARALLO SESIA,Varallo Sesia
S07500,VARANO,Varano
S04531,VARAZZE,Varazze
S01084,VAREDO,Varedo
S01411,VARENNA ESINO,Varenna Esino
S01205,VARESE,VARESE
S01739,VARESE CASBENO,Varese Casbeno
S01738,VARESE NORD,Varese FN
S05052,VARIGNANA,Varignana
S07824,VASTO S.SALVO,Vasto S.Salvo
S08913,VASTOGIRARDI,Vastogirardi
S01736,VEDANO OLONA,Vedano Olona
S05979,VEGGIA,Veggia
S08734,VELLETRI,VELLETRI
S01782,VELLO,Vello
S09060,VENAFRO,VENAFRO
S00085,VENARIA REALE REGGIA,Venaria Reale
S00084,VENARIA REALE RIGOLA STADIO,Rigola Stadio
S01734,VENEGONO INFERIORE,Venegono Inf.
S01735,VENEGONO SUPERIORE - CASTIGLIONE OLONA,Venegono Sup.
S12047,VENETICO,Venetico
S02519,VENEZIA AEROPORTO,VE. Aeroporto
S02672,VENEZIA CARPENEDO,VeneziaCarpenedo
S02515,VENEZIA MARGHERA SCALO,VE.MARGHERA SC.
S02594,VENEZIA MARITTIMA,VE Marittima
S02589,VENEZIA MESTRE,VENEZIA MESTRE
S02719,VENEZIA MESTRE GAZZERA,Mestre Gazzera
S02674,VENEZIA MESTRE OLIMPIA,Mestre Olimpia
S02517,VENEZIA MESTRE OSPEDALE,Mestre Ospedale
S02592,VENEZIA PORTO MARGHERA,V.Porto Marghera
S02593,VENEZIA S.LUCIA,VENEZIA S.LUCIA
S11302,VENOSA-MASCHITO,Venosa Maschito
S04501,VENTIMIGLIA,VENTIMIGLIA
S03018,VENZONE,Venzone
S01013,VERBANIA-PALLANZA,Verbania-Pallanz
S01404,VERCEIA,Verceia
S00245,VERCELLI,VERCELLI
S01523,VERCURAGO S.GIROLAMO,Vercurago S.Gir.
S01600,VERDELLO DALMINE,Verdello Dalmine
S05107,VERGATO,Vergato
S01027,VERGIATE,Vergiate
S05197,VERGINESE,Verginese
S00073,VERGNASCO,Vergnasco
S00616,VERNANTE,Vernante
S04733,VERNAZZA,Vernazza
S05135,VERNIO MONTEPIANO CANTAGALLO,Vernio
S01903,VEROLANUOVA,Verolanuova
S00170,VEROLENGO,Verolengo
S02061,VERONA CA` DI DAVID,VR Cà di David
S02058,VERONA PARONA,Verona Parona
S02430,VERONA PORTA NUOVA,VERONA P.NUOVA
S02433,VERONA PORTA VESCOVO,Verona P.Vescovo
S00145,VERRES,Verres
S00701,VERZUOLO,Verzuolo
S00031,VESPOLATE,Vespolate
S08309,VETRALLA,Vetralla
S06171,VEZZANO LIGURE,VEZZANO LIGURE
S05942,VEZZOLA,Vezzola
S09114,VIA CAMPANA,Via Campana
S06064,VIA CHIARI,Via Chiari
S05972,VIA LUNGA,Via Lunga
S01842,VIADANA BRESCIANA,Viadana Bresc.
S06040,VIAREGGIO,VIAREGGIO
S11754,VIBO MARINA,Vibo Marina
S11789,VIBO VALENTIA-PIZZO,Vibo Pizzo
S06017,VICARELLO,Vicarello
S06700,VICCHIO,Vicchio
S02446,VICENZA,VICENZA
S08310,VICO MATRINO,Vico Matrino
S06150,VICOFERTILE,Vicofertile
S00953,VICOFORTE S.MICHELE,Vicoforte S.M.
S08511,VICOVARO,Vicovaro
S01709,VIDALENGO,Vidalengo
S09817,VIETRI SUL MARE-AMALFI,Vietri sul Mare
S00618,VIEVOLA,Vievola
S05166,VIGARANO PIEVE,Vigarano Pieve
S01061,VIGEVANO,Vigevano
S00977,VIGLIANO CANDELO,Vigliano Candelo
S00802,VIGLIANO D'ASTI,Vigliano d`Asti
S07412,VIGLIANO D`ABRUZZO,Vigliano d'Abruz
S08331,VIGNA CLARA PES,Vigna Clara PES
S08316,VIGNA DI VALLE,Vigna di Valle
S00021,VIGNALE,VIGNALE
S06032,VIGNALE RIOTORTO,Vignale Riotorto
S01704,VIGNATE,Vignate
S05978,VIGNOLA,VIGNOLA
S02528,VIGODARZERE,Vigodarzere
S00542,VIGONE,Vigone
S02586,VIGONZA PIANIGA,Vigonza Pianiga
S08399,VILLA BONELLI,Villa Bonelli
S05022,VILLA CADE`,Villa Cade'
S11608,VILLA CASTELLI,Villa Castelli
S08714,VILLA CLAUDIA,Villa Claudia
S02523,VILLA DEL CONTE,Villa del Conte
S01439,VILLA DI TIRANO,Villa di Tirano
S09003,VILLA LITERNO,VILLA LITERNO
S03466,VILLA OPICINA,VILLA OPICINA
S09024,VILLA ORTENSIA,Villa Ortensia
S01487,VILLA RAVERIO,Villa Raverio
S11774,VILLA S.GIOVANNI,VILLA S.GIOVANNI
S11773,VILLA S.GIOVANNI CANNITELLO,V.S.G.Cannitello
S07995,VILLA S.MARIA,Villa S.Maria
S08555,VILLA S.MICHELE,Villa S.Michele
S08523,VILLA S.SEBASTIANO,Villa San Seb.
S02367,VILLABARTOLOMEA,Villabartolomea
S02112,VILLABASSA-BRAIES-VAL DI BRAIES,Villabassa-Br. / Niederdorf-Prags
S12006,VILLABATE,Villabate
S00001,VILLADOSSOLA,Villadossola
S02331,VILLAFRANCA DI VERONA,Villafranca D.V.
S00543,VILLAFRANCA P.,Villafranca P.
S12050,VILLAFRANCA TIRRENA-SAPONARA,Villafranca T.
S06166,VILLAFRANCA-BAGNONE,Villafranca-Bagn
S00459,VILLAFRANCA-CANTARANA,Villafranca C.
S12233,VILLALBA,Villalba
S05980,VILLALUNGA,Villalunga
S01802,VILLAMAGGIORE,Villamaggiore
S12952,VILLAMASSARGIA DOMUSNOVAS,VILLAMASSARGIA D
S05992,VILLANOVA,Villanov
S00092,VILLANOVA CANAVESE-GROSSO,Villanova Grosso
S01962,VILLANOVA D'ARDA,Villanova d`Arda
S00278,VILLANOVA D'ARDENGHI,Villanova d`Ard.
S00458,VILLANOVA D'ASTI,Villanova
S02345,VILLANOVA DI REGGIOLO,Villanova Regg.
S11809,VILLAPIANA LIDO,Villapiana Lido
S11810,VILLAPIANA TORRE CERCHIARA,Villapiana T.C.
S12237,VILLAROSA,Villarosa
S01481,VILLASANTA PARCO,Villasanta Parco
S12887,VILLASOR,Villasor
S12956,VILLASPECIOSA UTA,Villaspecios Uta
S00600,VILLASTELLONE,Villastellone
S02145,VILLAVERLA MONTECCHIO,Villaverla
S02300,VILLAZZANO,Villazzano
S00135,VILLENEUVE,Villeneuve
S08711,VILLETTA,Villetta
S01916,VILLETTA MALAGNINO,Villetta Malagn.
S06322,VILLETTA S.ROMANO,Villetta S. Rom.
S02222,VILPIANO-NALLES,Vilpiano-Nalles / Vilpian-Nals
S09457,VINCHIATURO,Vinchiaturo
S02006,VIPITENO-VAL DI VIZZE,Vipiteno-V. Viz. / Sterzing
S01844,VISANO,Visano
S04100,VISONE,Visone
S08304,VITERBO PORTA FIORENTINA,VITERBO P.F.
S08306,VITERBO PORTA ROMANA,Viterbo P.R.
S12410,VITTORIA,Vittoria
S02733,VITTORIO VENETO,Vittorio Veneto
S01042,VITTUONE ARLUNO,Vittuone Arluno
S09310,VITULANO FOGLIANISE,Vitulano Fogl.
S12391,VITUSO,Vituso
S12273,VIZZINI-LICODIA,Vizzini
S01807,VOGHERA,VOGHERA
S01008,VOGOGNA OSSOLA,Vogogna Ossola
S00880,VOLPIANO,Volpiano
S05807,VOLTANA,Voltana
S06753,VOLTERRA SALINE-POMARANCE,VOLTERRA SALINE
S73110,VRBOVEC,Vrbovec
S03299,VRTOJBA,Vrtojba
S99999,Y,Y
S08652,ZAGAROLO,Zagarolo
S03392,ZAMARDI,Zamardi
S06425,ZAMBRA,Zambra
S11758,ZAMBRONE,Zambrone
S12029,ZAPPULLA,Zappulla
S05163,ZERBINATE,Zerbinate
S00401,ZINASCO NUOVO,Zinasco Nuovo
S04721,ZOAGLI,Zoagli
S05971,ZOLA CENTRO,Zola Centro
S13167,ZOLLINO,ZOLLINO
S03001,ZURICH ALTSTETTEN,Zurich Altstett.
